Folio,Cosecha,Capital,Perfil,Ciudad Atria,Plazo,Antiguedad Unidad,Laboratorios,Notificaciones,Atria Plus,MMX 6,MMX 12,MMX 24,Score generico de bancos,Cluster Mora,Cluster Experiencia,Score Buro,% Utilizacion Revolvente,Endeudamiento,MOB,pct,tipo_mora,mora_amount,mora_ever,folio_mora_id,folio_mora_mob_id
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,9,11.127952722798753,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|9
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,10,17.003317582237308,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|10
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,11,8.71158376206552,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|11
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,12,9.340448866359171,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|12
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,13,11.809748342414107,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|13
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,14,12.446824625695132,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|14
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,15,19.018404505255894,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|15
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,16,5.740172479889168,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|16
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,17,15.012569418313115,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|17
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,18,13.008720633805025,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|18
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,19,3.8606333805406523,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|19
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,20,19.990779202339116,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|20
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,21,6.078852885269777,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|21
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,22,10.878804763267224,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|22
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,23,16.897661488200715,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|23
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,24,6.308590449705531,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|24
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,25,0.11280523127286335,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|25
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,26,13.679269933063887,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|26
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,27,8.448639029812139,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|27
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,28,16.491243705371453,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|28
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,29,6.958942755596884,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|29
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,30,10.52747812387755,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|30
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,31,9.936776495776114,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|31
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,32,5.642718263134848,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|32
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,33,2.5295184920025293,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|33
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,34,8.359394452737742,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|34
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,35,1.6815566989660558,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|35
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,36,3.08105471241648,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|36
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,37,18.490900967269297,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|37
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,38,6.57174644621672,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|38
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,39,18.939835035030733,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|39
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,40,9.13561586535139,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|40
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,41,7.158754840254657,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|41
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,1,9.587084837320539,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|1
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,2,8.798514761651138,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|2
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,3,7.15245284708335,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|3
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,4,6.7329408824216035,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|4
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,5,19.23850643719555,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|5
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,6,6.915833600032997,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|6
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,7,19.175254943400123,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|7
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,8,18.304337063438908,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|8
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,9,0.6432908616032806,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|9
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,10,3.115330873270181,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|10
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,11,14.327617884327084,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|11
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,12,16.59578268085485,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|12
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,13,18.7578615022862,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|13
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,14,12.316816722196437,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|14
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,15,3.6809918755647075,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|15
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,16,11.639240726080889,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|16
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,17,8.926046238167453,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|17
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,18,16.804027408621817,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|18
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,19,0.0015706269103987758,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|19
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,20,12.266702998605336,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|20
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,21,4.163467668302301,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|21
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,22,17.26173840358587,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|22
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,23,8.485743977116812,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|23
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,24,17.076546872812123,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|24
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,25,14.787817596003626,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|25
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,26,2.954019421001859,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|26
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,27,1.1055996661631862,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|27
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,28,3.209997687147892,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|28
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,29,4.606616246946227,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|29
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,30,19.907656353636746,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|30
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,31,17.88888419533609,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|31
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,32,12.128732681539557,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|32
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,33,17.00002700336958,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|33
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,34,14.367722681931482,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|34
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,35,0.3829505447276582,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|35
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,36,0.6380723391175303,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|36
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,37,15.560891714023446,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|37
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,38,8.420941458696426,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|38
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,39,0.5555098782089107,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|39
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,40,0.6466387242679938,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|40
7,2023-04-01,1030658,D,Pachuca,24,4 a <6,Z02,GG 2,Score,MOP2,MOP4,MOP3,322,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.171 a <0.305,41,5.323351925007847,BGI3+,260358.0,1,7|BGI3+,7|BGI3+|41
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,1,12.563323094953356,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|1
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,2,3.889158309140257,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|2
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,3,6.809424205598786,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|3
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,4,1.8008556644469942,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|4
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,5,10.992404126786788,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|5
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,6,4.592017716491339,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|6
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,7,4.233487537235192,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|7
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,8,8.2483562893018,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|8
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,9,18.951445613395443,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|9
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,10,2.461676228770493,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|10
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,11,16.261913397493963,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|11
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,12,1.859320184047697,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|12
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,13,18.287800461514948,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|13
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,14,13.856099891812438,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|14
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,15,0.6681905107292652,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|15
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,16,2.9770200491533805,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|16
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,17,2.9759497067290286,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|17
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,18,13.511919900358194,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|18
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,19,15.980212360703698,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|19
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,20,11.747042764004645,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|20
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,21,2.7048909084335215,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|21
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,22,7.185648033163059,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|22
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,23,9.259997697196436,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|23
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,24,4.205344056154329,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|24
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,25,6.987850741377706,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|25
8,2023-01-01,702055,F,Merida,36,>=8,Z04,GG 3,Normal,MOP1,MOP4,MOP2,891,BGI3+,Exp5,>0 a <556,>=0.305 a <0.621,>=0.171 a <0.305,26,2.8119748029766978,BGI3+,675617.0,1,8|BGI3+,8|BGI3+|26
